Algorithm,Variant Filter,Model Name,Dep Thresh,AND Thresh,Loop Thresh,Perfect Fitting Traces (%),Average Trace Fitness,Precision,Generalization,Node Size,Arc Size,Cyclicity,Noise Thresh,F-Score,Low Precision,Low Fitness,Cyc Factor,Total Size,Size Norm,Size Factor,DM Score
heuristic,top100,heu_top100_dep_0.99_and_0.99_loop_0.30,0.99,0.99,0.3,30.34,0.9387574095188322,0.9295371640538782,0.9866240959794624,70,89,0.6714285714285714,,0.9341245353081792,False,False,0.8321428571428572,159,0.3271889400921659,0.9509216589861751,0.7391752353781496
heuristic,top100,heu_top100_dep_0.99_and_0.95_loop_0.65,0.99,0.95,0.65,30.34,0.9387574095188322,0.9295371640538782,0.9866240959794624,70,89,0.6714285714285714,,0.9341245353081792,False,False,0.8321428571428572,159,0.3271889400921659,0.9509216589861751,0.7391752353781496
heuristic,top100,heu_top100_dep_0.99_and_0.95_loop_0.30,0.99,0.95,0.3,30.34,0.9387574095188322,0.9295371640538782,0.9866240959794624,70,89,0.6714285714285714,,0.9341245353081792,False,False,0.8321428571428572,159,0.3271889400921659,0.9509216589861751,0.7391752353781496
heuristic,top100,heu_top100_dep_0.95_and_0.99_loop_0.99,0.95,0.99,0.99,30.34,0.9387574095188322,0.9295371640538782,0.9866240959794624,70,89,0.6714285714285714,,0.9341245353081792,False,False,0.8321428571428572,159,0.3271889400921659,0.9509216589861751,0.7391752353781496
heuristic,top100,heu_top100_dep_0.95_and_0.99_loop_0.95,0.95,0.99,0.95,30.34,0.9387574095188322,0.9295371640538782,0.9866240959794624,70,89,0.6714285714285714,,0.9341245353081792,False,False,0.8321428571428572,159,0.3271889400921659,0.9509216589861751,0.7391752353781496
heuristic,top100,heu_top100_dep_0.95_and_0.99_loop_0.90,0.95,0.99,0.9,30.34,0.9387574095188322,0.9295371640538782,0.9866240959794624,70,89,0.6714285714285714,,0.9341245353081792,False,False,0.8321428571428572,159,0.3271889400921659,0.9509216589861751,0.7391752353781496
heuristic,top100,heu_top100_dep_0.30_and_0.40_loop_0.90,0.3,0.4,0.9,0.0,0.8747082693613557,0.9914230035125988,0.9883240347010848,69,88,0.6811594202898551,,0.9294157514138791,False,False,0.8297101449275363,157,0.31797235023041476,0.9523041474654378,0.7343652272723618
heuristic,top100,heu_top100_dep_0.65_and_0.40_loop_0.99,0.65,0.4,0.99,0.0,0.8747082693613557,0.9914230035125988,0.9883240347010848,69,88,0.6811594202898551,,0.9294157514138791,False,False,0.8297101449275363,157,0.31797235023041476,0.9523041474654378,0.7343652272723618
heuristic,top100,heu_top100_dep_0.65_and_0.40_loop_0.95,0.65,0.4,0.95,0.0,0.8747082693613557,0.9914230035125988,0.9883240347010848,69,88,0.6811594202898551,,0.9294157514138791,False,False,0.8297101449275363,157,0.31797235023041476,0.9523041474654378,0.7343652272723618
heuristic,top100,heu_top100_dep_0.65_and_0.40_loop_0.90,0.65,0.4,0.9,0.0,0.8747082693613557,0.9914230035125988,0.9883240347010848,69,88,0.6811594202898551,,0.9294157514138791,False,False,0.8297101449275363,157,0.31797235023041476,0.9523041474654378,0.7343652272723618
heuristic,top100,heu_top100_dep_0.65_and_0.40_loop_0.30,0.65,0.4,0.3,0.0,0.8747082693613557,0.9914230035125988,0.9883240347010848,69,88,0.6811594202898551,,0.9294157514138791,False,False,0.8297101449275363,157,0.31797235023041476,0.9523041474654378,0.7343652272723618
heuristic,top100,heu_top100_dep_0.30_and_0.40_loop_0.99,0.3,0.4,0.99,0.0,0.8747082693613557,0.9914230035125988,0.9883240347010848,69,88,0.6811594202898551,,0.9294157514138791,False,False,0.8297101449275363,157,0.31797235023041476,0.9523041474654378,0.7343652272723618
heuristic,top100,heu_top100_dep_0.30_and_0.40_loop_0.95,0.3,0.4,0.95,0.0,0.8747082693613557,0.9914230035125988,0.9883240347010848,69,88,0.6811594202898551,,0.9294157514138791,False,False,0.8297101449275363,157,0.31797235023041476,0.9523041474654378,0.7343652272723618
heuristic,top100,heu_top100_dep_0.65_and_0.40_loop_0.65,0.65,0.4,0.65,0.0,0.8747082693613557,0.9914230035125988,0.9883240347010848,69,88,0.6811594202898551,,0.9294157514138791,False,False,0.8297101449275363,157,0.31797235023041476,0.9523041474654378,0.7343652272723618
heuristic,top100,heu_top100_dep_0.30_and_0.40_loop_0.65,0.3,0.4,0.65,0.0,0.8747082693613557,0.9914230035125988,0.9883240347010848,69,88,0.6811594202898551,,0.9294157514138791,False,False,0.8297101449275363,157,0.31797235023041476,0.9523041474654378,0.7343652272723618
heuristic,top100,heu_top100_dep_0.30_and_0.40_loop_0.30,0.3,0.4,0.3,0.0,0.8747082693613557,0.9914230035125988,0.9883240347010848,69,88,0.6811594202898551,,0.9294157514138791,False,False,0.8297101449275363,157,0.31797235023041476,0.9523041474654378,0.7343652272723618
heuristic,top100,heu_top100_dep_0.90_and_0.40_loop_0.90,0.9,0.4,0.9,0.0,0.8747237685470268,0.9905817477000356,0.9872614481658728,69,89,0.6811594202898551,,0.9290546689053033,False,False,0.8297101449275363,158,0.3225806451612903,0.9516129032258065,0.7335470799193288
heuristic,top100,heu_top100_dep_0.95_and_0.40_loop_0.90,0.95,0.4,0.9,0.0,0.8747237685470268,0.9905817477000356,0.9872614481658728,69,89,0.6811594202898551,,0.9290546689053033,False,False,0.8297101449275363,158,0.3225806451612903,0.9516129032258065,0.7335470799193288
